Location,Size,Price (CZK),Link,Total price,Order ID,Update,Building,Property status,Ownership,Property location,Floor,Usable area,Floorage,Balcony,Move-in date,Water,Heating,Gas,Electricity,Transportation,Energy Performance Rating,Energy Performance Certificate,Loft,Furnished,Elevator,Flat type,Terrace,Cellar,Parking,Energy Performance Indicator,Price,Garden area,Cost of living,Garage,Barrier-free access,Loggia,Reconstruction year,Waste,Telecommunications,Annuity,Acquisition of title,Final building approval year,Road,Built-up area,Construction completion date,Note on the price,ID,Discounted,Original cost,Sales commencement date,Visit site date,Visit site date to,Basin area,Basin,Status,Ceiling height,Share size,Number of owners,Starting price,Expert judgement,Minimum Bid,Auction principal,Type of auction,Venue auction,Auction sale date,1st site visit date,2nd site visit date,Advertisement of auction,Number of flats,Share size of common area
"Bajkalská, Praha 10 - Vršovice",For sale apartment 1+kt 25 m²,4394885,https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-vrsovice-bajkalska/1872532044,4 394 885 CZK per property,D PV 515,01.10.2024,Framed structure,Renovated,Personal,Municipality centre,5. floor of total 5 including 2 underground,25 m2,25 m2,,,Water supply,Central district heating,,230 V,"Train, Road, Urban public transportation",Class G Coll. 264/2020 complying with,,,,,,,,,,,,,,,,2024,Sewerage,,,,2024,Asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kardausova, Praha - Dolní Měcholupy",For sale apartment 4+kt 114 m²,13941703,https://www.sreality.cz/en/detail/sale/flat/4+kt/praha-dolni-mecholupy-kardausova/3214709324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Obětí 6. května, Praha 4 - Krč",For sale apartment 1+1 33 m²,4900000,https://www.sreality.cz/en/detail/sale/flat/1+1/praha-krc-obeti-6--kvetna/3697513036,4 900 000 CZK per property,0262-NP00434,01.10.2024,Brick,In renovation,Personal,Municipality centre,5. floor of total 5,33 m2,36 m2,,,,,Gas pipeline,,Urban public transportation,Class G Coll. 264/2020 complying with,,,,,,,3 m2,,,,,,,,,,Sewerage,,,,1945,,482 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
"Foerstrova, Praha 10 - Strašnice",For sale apartment 4+1 209 m²,20860500,https://www.sreality.cz/en/detail/sale/flat/4+1/praha-strasnice-foerstrova/2018284108,20 860 500 CZK per property,N04835,10.09.2024,Brick,In very good condition,Personal,Quiet part of municipality,1. floor of total 4 including 1 underground,209 m2,134 m2,,Immediately,Water supply,Central gas,,,Urban public transportation,Class C,,,,,,,,1,,,133 m2,,,,,2024,Sewerage,Internet,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"U hotelu, Praha - Suchdol",For sale apartment 6 rooms plus 293 m²,38265068,https://www.sreality.cz/en/detail/sale/flat/6-and-more/praha-suchdol-u-hotelu/961319500,38 265 068 CZK per property,0108,24.09.2024,Brick,New homes,Personal,,5. floor of total 8 including 2 underground,293 m2,,4 m2,,Water supply,Central gas,Gas pipeline,,,Class B Coll. 78/2013 complying with,Open Energy Performance Certificate,,,,,114 m2,7 m2,,80.6 kWh/m^2 /year,,,,2,,,,Sewerage,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kurandové, Praha 5 - Hlubočepy",For sale apartment 2+kt 51 m²,9300000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-hlubocepy-kurandove/2123298124,9 300 000 CZK per property,BV2_5.01,26.08.2024,Framed structure,New development projects,Personal,,5. floor of total 6 including 2 underground,51 m2,47 m2,,05.01.2026,Water supply,"Central district heating, Underfloor",,230 V,"Highway, Road, Urban public transportation, Bus",Class B,,,,,,,,,,,,,,,5 m2,,Sewerage,"Internet, Cable distribution",,,2025,Asphalt,,03.11.2025,,,,,01.06.2023,,,,,,,,,,,,,,,,,,,,
"Záběhlická, Praha 10 - Záběhlice",For sale apartment 1+kt 24 m²,2590000,https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-zabehlice-zabehlicka/541553996,,1087,Yesterday,Brick,In good condition,Personal,,1. floor of total 4 including 1 underground,24 m2,24 m2,,,Water supply,Local gas,Gas pipeline,230 V,,Class E Coll. 78/2013 complying with,,,Partially,,,,,,,,,,,,,,,Cable TV,,,,,,,,,2 465 000 CZK per property,2 590 000 CZK,,,,,,,,,,,,,,,,,,,,,
"V břízkách, Praha 5 - Košíře",For sale apartment unusual 92 m²,11400000,https://www.sreality.cz/en/detail/sale/flat/atypical/praha-kosire-v-brizkach/2307625548,11 400 000 CZK per property,61630,25.08.2024,Brick,For renovation,Personal,,2. floor of total 3 including 1 underground,92 m2,89 m2,,01.11.2024,Water supply,Local gas,Gas pipeline,,,Class G,,,Partially,,,,20 m2,,,,,4450,,,,2011,Sewerage,,,,,Asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sokolovská, Praha 9 - Libeň",For sale apartment 3+kt 69 m²,8999999,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-liben-sokolovska/2105315916,8 999 999 CZK per property,648984,27.09.2024,Brick,Renovated,Personal,,5. floor of total 6,69 m2,69 m2,,,,Other,,,,Class D,,,,,,,,,203.0 kWh/m^2 /year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Českobrodská, Praha 9 - Hostavice",For sale apartment 3+kt 75 m²,8698000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-hostavice-ceskobrodska/3017332044,8 698 000 CZK per property,D ZK 403,Yesterday,Framed structure,Under construction,Personal,Quiet part of municipality,4. floor of total 5 including 2 underground,75 m2,75 m2,4 m2,,Water supply,Central gas,Gas pipeline,230 V,"Train, Road, Urban public transportation, Bus",Class B Coll. 264/2020 complying with,,,,,,,,1,,,,,,,,,Sewerage,,,,2025,"Paved, Asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bajkalská, Praha 10 - Vršovice",For sale apartment 1+kt 25 m²,4394885,https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-vrsovice-bajkalska/158638668,4 394 885 CZK per property,D PV 504,01.10.2024,Framed structure,Renovated,Personal,Municipality centre,5. floor of total 5 including 2 underground,25 m2,25 m2,,,Water supply,Central district heating,,230 V,"Train, Road, Urban public transportation",Class G Coll. 264/2020 complying with,,,,,,,,,,,,,,,,2024,Sewerage,,,,2024,Asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Březenská, Praha",For sale apartment 3+kt 81 m²,11999000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha--brezenska/2391868748,11 999 000 CZK per property,1873,30.09.2024,Brick,In very good condition,Personal,Municipality centre,3. floor of total 10,81 m2,106 m2,8 m2,Immediately,Water supply,Central district heating,Gas pipeline,230 V,Urban public transportation,Class B Coll. 264/2020 complying with,,,,,,16 m2,4 m2,,,,,,1,,,,Sewerage,,,,2015,Asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,
"náměstí Olgy Scheinpflugové, Praha",For sale apartment 2+1 57 m²,2400000,https://www.sreality.cz/en/detail/sale/flat/2+1/praha--namesti-olgy-scheinpflugove/2529407564,2 400 000 CZK per property,2030,23.09.2024,Brick,New homes,Cooperative,Quiet part of municipality,5. floor of total 6,57 m2,57 m2,,04.12.2026,,Central district heating,,,"Highway, Road, Urban public transportation",Class B Coll. 148/2007 complying with,,,Partially,,,,,,,,,,1,,7 m2,,Sewerage,"Phone, Internet",5454497 Kč,No,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prvního pluku, Praha 8 - Karlín",For sale apartment 3+kt 130 m² (Single-storey),Information about price at agency,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-karlin-prvniho-pluku/1215410764,,TOP,Yesterday,Mixed,In very good condition,Personal,,5. floor,130 m2,,,,,,,,Urban public transportation,,,,,,Single-storey,18 m2,,,,Info on price at REA,,,,,,2024,,,,,,,,,,,,,21.07.2024,,,,,,,,,,,,,,,,,,,,
"Hlivická, Praha 8 - Bohnice",For sale apartment 3+kt 64 m²,6300000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-bohnice-hlivicka/3684536908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nevanova, Praha 6 - Řepy",For sale apartment 4+kt 80 m²,8385000,https://www.sreality.cz/en/detail/sale/flat/4+kt/praha-repy-nevanova/1151177292,8 385 000 CZK per property (k jednání),,29.09.2024,Panel,Renovated,Personal,Quiet part of municipality,2. floor,80 m2,,,,,Central district heating,,,,Class C,,,,,,,4 m2,,,,,,,,7 m2,2024,,,,,,,,,,1151177292,,,28.08.2024,,,,,,,,,,,,,,,,,,,,
"Veleslavínská, Praha 6 - Veleslavín",For sale apartment 1+1 36 m²,Information about price at agency,https://www.sreality.cz/en/detail/sale/flat/1+1/praha-veleslavin-veleslavinska/2481419340,,YS6,24.08.2024,Brick,In renovation,Personal,,5. floor of total 5 including 1 underground,36 m2,,,,Water supply,Central district heating,Individual,230 V,"Urban public transportation, Bus",Class G,,,,,,17 m2,2 m2,,,Info on price at REA,,,,,,2023,,,,,,"Concrete, Asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kurandové, Praha 5 - Hlubočepy",For sale apartment 2+1 50 m²,6080000,https://www.sreality.cz/en/detail/sale/flat/2+1/praha-hlubocepy-kurandove/3884814924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lihovarská, Praha 9 - Libeň",For sale apartment 3+kt 84 m²,11598177,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-liben-lihovarska/3758965836,11 598 177 CZK per property,0279-NP00520,24.08.2024,Mixed,New homes,Personal,Busy part of municipality,9. floor of total 10,84 m2,66 m2,,,,,,,,Class B Coll. 78/2013 complying with,Open Energy Performance Certificate,,,,,18 m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lihovarská, Praha 9 - Libeň",For sale apartment 3+kt 97 m²,12254290,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-liben-lihovarska/911865164,12 254 290 CZK per property,0279-NP00553,24.08.2024,Mixed,New homes,Personal,Busy part of municipality,8. floor of total 10,97 m2,79 m2,,,,,Gas pipeline,,,Class B Coll. 78/2013 complying with,Open Energy Performance Certificate,,,,,,,,,,,,,,,,Sewerage,,,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zlochova, Praha 4 - Modřany",For sale apartment 2+kt 115 m²,7990000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-modrany-zlochova/609657420,7 990 000 CZK per property,N2416081,28.08.2024,Mixed,New homes,Personal,Quiet part of municipality,1. floor of total 11,115 m2,50 m2,,,,Central district heating,Gas pipeline,,"Train, Urban public transportation",Class B Coll. 264/2020 complying with,,,Partially,,,8 m2,4 m2,,,,57 m2,,1,,,,Sewerage,,,,2017,,2220 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
"U lipové aleje, Praha 10 - Dubeč",For sale apartment 1+kt 40 m²,4479000,https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-dubec-u-lipove-aleje/4108161612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Makovského, Praha 6 - Řepy",For sale apartment 2+kt 49 m²,5390000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-repy-makovskeho/2988282444,5 390 000 CZK per property,212,25.09.2024,Panel,In good condition,Personal,,5. floor of total 11,49 m2,49 m2,,15.11.2024,,,,,"Train, Urban public transportation, Bus",Class C Coll. 78/2013 complying with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sokolská, Praha 2 - Nové Město",For sale apartment 4+kt 80 m²,11000000,https://www.sreality.cz/en/detail/sale/flat/4+kt/praha-nove-mesto-sokolska/151884364,11 000 000 CZK per property,N19783,15.09.2024,Brick,In very good condition,Personal,,4. floor of total 5,80 m2,90 m2,,Immediately,,Central gas,Gas pipeline,230 V,"Highway, Road, Urban public transportation",Class G,,,,,,,,,,,,,,,,,,"Phone, Internet, Satellite, Cable TV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Akáciová, Praha",For sale apartment 4+kt 117 m²,22890000,https://www.sreality.cz/en/detail/sale/flat/4+kt/praha--akaciova/2260906572,22 890 000 CZK per property,905496,23.08.2024,Framed structure,New homes,Personal,,1. floor of total 6 including 1 underground,117 m2,117 m2,,Immediately,Water supply,,,,,Class B Coll. 78/2013 complying with,,,Partially,,,17 m2,4 m2,,,,72 m2,,,,,,Sewerage,,,,,,1254 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hrozenkovská, Praha - Zličín",For sale apartment 2+kt 59 m²,8811000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-zlicin-hrozenkovska/1266959692,8 811 000 CZK per property,903112,23.08.2024,Brick,New homes,Personal,,3. floor of total 2,59 m2,61 m2,,,Water supply,,,,,Class B Coll. 78/2013 complying with,,,,,,,,,,,,,,,8 m2,,Sewerage,,,,,,265 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hrozenkovská, Praha - Zličín",For sale apartment 1+kt 31 m²,4996000,https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-zlicin-hrozenkovska/2004514124,4 996 000 CZK per property,831848,25.09.2024,Framed structure,New homes,Personal,,2. floor of total 3,31 m2,33 m2,,Immediately,Water supply,,,,,Class B Coll. 148/2007 complying with,,,,,,11 m2,,,,,,,,,,,Sewerage,,,,,Asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hrozenkovská, Praha - Zličín",For sale apartment 1+kt 31 m²,4996000,https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-zlicin-hrozenkovska/2392081740,4 996 000 CZK per property,903116,23.08.2024,Brick,New homes,Personal,,3. floor of total 2,31 m2,33 m2,,,Water supply,,,,,Class B Coll. 78/2013 complying with,,,,,,12 m2,,,,,,,,,,,Sewerage,,,,,,265 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hrozenkovská, Praha - Zličín",For sale apartment 3+kt 69 m²,9500000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-zlicin-hrozenkovska/2840229196,9 500 000 CZK per property,862203,23.08.2024,Brick,New homes,Personal,,2. floor of total 3,69 m2,72 m2,,,,,,,,Class B Coll. 78/2013 complying with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hrozenkovská, Praha - Zličín",For sale apartment 4+kt 101 m²,12999000,https://www.sreality.cz/en/detail/sale/flat/4+kt/praha-zlicin-hrozenkovska/3421914444,12 999 000 CZK per property,897951,23.08.2024,Brick,New homes,Personal,,3. floor of total 3,101 m2,108 m2,8 m2,,Water supply,,,230 V,,Class B Coll. 78/2013 complying with,,,,,,,,,,,,,,,8 m2,,Sewerage,,,,,,265 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hrozenkovská, Praha - Zličín",For sale apartment 3+kt 82 m²,12430000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-zlicin-hrozenkovska/3598349644,12 430 000 CZK per property,862167,23.08.2024,Framed structure,New homes,Personal,,1. floor of total 3,82 m2,85 m2,,Immediately,Water supply,,,,,Class B Coll. 78/2013 complying with,,,,,,,,,,,121 m2,,,,,,Sewerage,Phone,,,,Asphalt,265 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
"Poštovská, Praha 9 - Vysočany",For sale apartment 3+kt 73 m²,8650000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-vysocany-postovska/1584443980,,61768,01.10.2024,Brick,In very good condition,Personal,,4. floor including 1 underground,73 m2,72 m2,3 m2,Immediately,Water supply,Central district heating,Gas pipeline,230 V,"Train, Highway, Road, Urban public transportation, Bus",Class B,Open Energy Performance Certificate,,Partially,,,,2 m2,,,,,3463,,,,2024,Sewerage,Cable distribution,,,2024,Paved,,,,,8 650 000 CZK per property,8 990 000 CZK,,,,,,,,,,,,,,,,,,,,,
"Řeznická, Praha 1 - Nové Město",For sale apartment 1+kt 26 m²,5650000,https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-nove-mesto-reznicka/1062679884,5 650 000 CZK per property,,11.09.2024,Brick,In very good condition,Personal,Municipality centre,5. floor of total 5,26 m2,26 m2,,,Water supply,Central gas,,,Urban public transportation,Class D,,,Partially,,,,2 m2,,109.0 kWh/m^2 /year,,,,,,,,Sewerage,,,,,Asphalt,,,,1062679884,,,,,,,,,,,,,,,,,,,,,,,
"Volkova, Praha - Černý Most",For sale apartment 2+kt 70 m²,6690000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-cerny-most-volkova/3213100364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kurčatovova, Praha 10 - Petrovice",For sale apartment 2+kt 50 m²,5900000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-petrovice-kurcatovova/1835115084,5 900 000 CZK per property,01276,05.09.2024,Panel,Renovated,Personal,Quiet part of municipality,7. floor,50 m2,43 m2,,,,,,,,Class G Coll. 264/2020 complying with,,,,,,,1 m2,,,,,,,,6 m2,,,,,,,,,,,,,,,,,,,Reserved,,,,,,,,,,,,,,,
"Hvězdova, Praha 4 - Nusle",For sale apartment 3+kt 91 m²,8990000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-nusle-hvezdova/491537740,8 990 000 CZK per property,,22.09.2024,Brick,In very good condition,Cooperative,,3. floor of total 7,91 m2,,,,,Central district heating,Gas pipeline,230 V,,Class E,,,,,,,,,,,,,,,,,Sewerage,,,,,,,,,491537740,,,,,,,,,,,,,,,,,,,,,,,
Praha 9 - Běchovice,For sale apartment 3+kt 119 m²,Information about price at agency,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-bechovice-/3907089740,,BS422,23.08.2024,Brick,Renovated,Personal,,1. floor,119 m2,,,,,,,,"Train, Urban public transportation",Class G,,,,,,20 m2,5 m2,,,Info on price at REA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Praha 9 - Běchovice,For sale apartment 4+kt 128 m²,Information about price at agency,https://www.sreality.cz/en/detail/sale/flat/4+kt/praha-bechovice-/133264716,,BS4211,18.09.2024,Brick,Renovated,Personal,,1. floor,128 m2,,,,,,,,"Train, Urban public transportation",Class G,,,,,,18 m2,5 m2,,,Info on price at REA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Praha 9 - Běchovice,For sale apartment 4+kt 133 m²,Information about price at agency,https://www.sreality.cz/en/detail/sale/flat/4+kt/praha-bechovice-/2918282572,,BS322,23.08.2024,Brick,Renovated,Personal,,2. floor,133 m2,,,,,,,,"Train, Urban public transportation",Class G,,,,,,,5 m2,,,Info on price at REA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Čimická, Praha 8 - Bohnice",For sale apartment 1+1 44 m²,5500000,https://www.sreality.cz/en/detail/sale/flat/1+1/praha-bohnice-cimicka/1971163724,5 500 000 CZK per property,1198,24.09.2024,Panel,Renovated,Cooperative,,1. floor of total 8,44 m2,,,,,,Gas pipeline,,,Class G Coll. 264/2020 complying with,,,,,,,,,,,,,,,,,Sewerage,,,No,1980,,595 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sečská, Praha 10 - Strašnice",For sale apartment 2+1 66 m²,Information about price at agency,https://www.sreality.cz/en/detail/sale/flat/2+1/praha-strasnice-secska/1258636620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dětská, Praha 10 - Strašnice",For sale apartment 3+kt 80 m²,11600000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-strasnice-detska/2965279308,11 600 000 CZK per property,01240,19.09.2024,Brick,Renovated,Personal,Housing development,1. floor of total 4,80 m2,,,,Water supply,Central district heating,,230 V,"Road, Urban public transportation, Bus",Class G,,,Partially,,,,4 m2,,,,,,,,,,Sewerage,,,,,Asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,
"U Komína, Praha 5 - Radlice",For sale apartment 2+kt 55 m²,9390000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-radlice-u-komina/906342988,9 390 000 CZK per property,0218-NP05893,23.09.2024,Mixed,New homes,Personal,Municipality centre,5. floor of total 7,55 m2,55 m2,5 m2,,,,Gas pipeline,,,Class A Coll. 264/2020 complying with,,,,,,,3 m2,,,,,,1,,,,Sewerage,,,,2023,,598 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
Praha 9 - Černý Most,For sale apartment 5+kt 90 m²,12000000,https://www.sreality.cz/en/detail/sale/flat/5+kt/praha-cerny-most-/2959549516,12 000 000 CZK per property,VS163,22.08.2024,Panel,In very good condition,Personal,,5. floor,90 m2,,,,Water supply,,,,Urban public transportation,Class G,,,,,,,,,,,,,,,,,Sewerage,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Blažimská, Praha - Chodov",For sale apartment 2+kt 69 m²,10086756,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-chodov-blazimska/436113996,10 086 756 CZK per property,B206,26.08.2024,Mixed,New development projects,Personal,Quiet part of municipality,2. floor of total 4 including 1 underground,69 m2,70 m2,10 m2,01.04.2026,,,,230 V,"Train, Highway, Road, Urban public transportation, Bus",Class B,,,,,,,5 m2,1,,,,,,,,,,"Phone, Internet, Satellite, Cable TV, Cable distribution",,,,Asphalt,,01.04.2026,,,,,,,,,,,,,,,,,,,,,,,,,
"Blažimská, Praha - Chodov",For sale apartment 2+kt 53 m²,8052897,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-chodov-blazimska/2952696396,8 052 897 CZK per property,B103,26.08.2024,Mixed,New development projects,Personal,Quiet part of municipality,2. floor of total 4 including 1 underground,53 m2,55 m2,5 m2,01.04.2026,,,,230 V,"Train, Highway, Road, Urban public transportation, Bus",Class B,,,,,,,5 m2,1,,,,,,,,,,"Phone, Internet, Satellite, Cable TV, Cable distribution",,,,Asphalt,,01.04.2026,,,,,,,,,,,,,,,,,,,,,,,,,
"Blažimská, Praha - Chodov",For sale apartment 1+kt 34 m²,5559389,https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-chodov-blazimska/4076769868,5 559 389 CZK per property,A209,26.08.2024,Mixed,New development projects,Personal,Quiet part of municipality,2. floor of total 4 including 1 underground,34 m2,35 m2,5 m2,01.04.2026,Water supply,,,230 V,"Train, Highway, Road, Urban public transportation, Bus",Class B,,,,,,,,1,,,,,,,,,Sewerage,"Phone, Internet, Satellite, Cable TV, Cable distribution",,,,Asphalt,,01.04.2026,,,,,,,,,,,,,,,,,,,,,,,,,
"Brandlova, Praha - Chodov",For sale apartment 2+kt 43 m²,4890000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-chodov-brandlova/385782348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Blažimská, Praha - Chodov",For sale apartment 2+kt 53 m²,8026663,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-chodov-blazimska/2550043212,8 026 663 CZK per property,A201,26.08.2024,Mixed,New development projects,Personal,Quiet part of municipality,2. floor of total 4 including 1 underground,53 m2,55 m2,5 m2,01.04.2026,Water supply,,,230 V,"Train, Highway, Road, Urban public transportation, Bus",Class B,,,,,,,5 m2,1,,,,,,,,,Sewerage,"Phone, Internet, Satellite, Cable TV, Cable distribution",,,,Asphalt,,01.04.2026,,,,,,,,,,,,,,,,,,,,,,,,,
"Vřesová, Praha 8 - Troja",For sale apartment 2+kt 117 m²,9900000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-troja-vresova/900375116,9 900 000 CZK per property (k jednání),905517,01.10.2024,Brick,In very good condition,Personal,,1. floor of total 12,117 m2,53 m2,,Immediately,Water supply,Central district heating,,230 V,"Highway, Road, Urban public transportation",Class C Coll. 148/2007 complying with,,,,,,,,,91.0 kWh/m^2 /year,,64 m2,,,,,,Sewerage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
